,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,value
465,116250,33.0,0.0,5.33,0.47,17.67,0.47,0
223,55750,36.5,0.87,18.0,0.0,18.6,0.8,5
198,49500,38.67,4.03,13.33,5.91,14.0,2.0,1
161,40250,36.0,2.55,20.75,1.79,22.25,1.79,6
410,102500,42.75,1.48,23.25,1.3,27.5,1.5,1
184,46000,36.8,0.75,13.6,1.36,20.5,1.5,5
249,62250,32.0,1.22,15.25,2.77,16.75,1.3,3
474,118500,24.25,4.71,15.25,5.93,16.25,7.95,3
60,15000,42.75,0.83,21.0,2.16,17.33,4.03,6
453,113250,37.0,5.61,12.0,2.45,13.25,4.55,1
11,2750,29.0,0.0,7.25,0.43,9.0,0.0,2
432,108000,37.0,4.1,17.29,4.35,18.13,3.24,6
246,61500,40.75,1.64,14.0,8.03,15.5,3.91,6
382,95500,39.0,1.0,13.5,3.35,16.0,4.12,3
60,15000,45.0,0.0,19.67,0.47,6.67,1.25,4
179,44750,41.0,0.71,13.5,0.5,1.5,0.5,2
91,22750,24.75,0.43,16.0,0.0,27.75,0.43,0
223,55750,45.0,0.0,13.75,0.83,17.75,0.43,4
247,61750,21.5,5.55,14.75,2.77,18.5,4.27,3
74,18500,39.0,4.64,14.0,3.74,15.0,3.67,6
153,38250,39.5,0.5,10.0,0.0,11.75,0.43,2
282,70500,40.5,1.66,11.0,3.46,16.0,2.92,3
152,38000,47.25,0.43,15.67,0.47,14.67,0.47,4
111,27750,26.75,1.79,17.0,0.71,26.25,1.3,0
94,23500,42.0,0.0,18.0,0.0,33.67,0.94,1
53,13250,45.0,0.0,16.5,1.66,20.5,0.87,4
36,9000,39.5,1.5,8.33,2.87,20.0,1.41,6
283,70750,40.0,0.82,6.33,0.47,14.5,0.5,2
426,106500,36.25,0.43,18.0,4.24,22.67,2.36,6
417,104250,40.5,1.12,11.5,2.69,15.25,2.17,4
261,65250,45.0,0.0,17.25,0.43,15.25,0.43,4
345,86250,38.67,0.47,18.33,1.25,11.67,3.4,3
253,63250,39.33,2.05,19.67,1.89,16.25,4.92,3
181,45250,41.25,0.83,12.33,0.47,6.0,0.0,2
78,19500,37.75,4.44,11.75,5.49,16.25,1.64,3
470,117500,33.0,0.0,6.5,0.87,16.75,1.3,0
197,49250,45.0,0.0,18.0,0.0,18.5,1.12,4
435,108750,41.33,0.94,16.25,2.28,16.67,2.49,6
258,64500,44.5,0.5,9.67,0.94,7.0,0.0,4
306,76500,37.5,1.12,12.25,0.43,20.75,0.43,5
199,49750,39.5,0.5,9.0,0.0,12.5,0.5,2
246,61500,33.75,1.3,15.25,1.92,18.5,3.57,3
67,16750,30.0,0.0,20.5,0.5,15.67,0.94,0
146,36500,35.75,1.79,10.33,1.25,7.75,5.12,5
311,77750,42.5,1.8,15.25,5.21,19.5,1.66,6
75,18750,36.0,0.0,18.0,2.45,15.25,3.27,1
410,102500,41.6,0.49,18.2,0.4,29.5,0.5,1
278,69500,44.75,3.27,11.25,1.92,12.25,2.95,5
420,105000,31.67,3.09,16.67,6.6,17.5,4.39,6
258,64500,45.0,0.0,23.67,0.47,36.5,0.5,1
78,19500,29.0,2.16,15.5,3.57,16.67,3.86,6
320,80000,22.0,0.63,21.5,0.5,15.2,0.75,0
87,21750,45.0,0.0,18.0,0.0,24.0,0.0,1
155,38750,48.0,0.0,8.25,1.3,8.75,2.28,2
334,83500,41.5,0.5,20.5,0.5,30.0,0.0,1
451,112750,43.5,0.5,18.0,0.0,36.0,0.0,1
44,11000,33.0,2.12,12.25,3.19,23.0,2.74,3
283,70750,40.5,3.35,19.33,1.7,21.33,2.05,3
43,10750,27.75,7.85,14.75,3.27,15.75,6.87,3
251,62750,46.0,0.0,19.75,0.43,12.25,1.48,4
361,90250,24.0,0.0,18.67,0.94,21.0,0.0,0
200,50000,42.25,0.43,21.25,0.43,35.25,1.3,1
20,5000,42.67,0.94,13.33,5.79,20.0,3.67,6
81,20250,42.0,0.0,9.25,2.68,33.0,0.0,1
444,111000,33.5,2.6,14.25,3.34,14.67,2.49,3
283,70750,29.25,5.12,9.5,2.06,11.25,5.67,3
31,7750,41.5,0.5,21.0,0.0,16.25,0.83,4
47,11750,36.25,0.43,10.5,2.06,10.5,1.12,5
24,6000,48.0,0.0,9.0,0.0,9.0,0.0,2
251,62750,36.25,0.43,12.25,0.43,21.25,0.43,5
149,37250,39.5,0.5,3.75,0.83,11.75,0.43,2
398,99500,41.67,0.47,20.75,0.43,29.33,0.47,1
46,11500,48.0,0.0,9.0,0.0,14.33,0.94,5
424,106000,45.33,0.47,19.0,0.82,19.75,1.09,5
211,52750,36.25,7.36,17.0,4.06,17.0,1.22,3
141,35250,42.25,0.43,19.25,0.43,14.5,0.5,4
377,94250,36.0,0.0,19.67,7.72,17.25,2.49,6
94,23500,39.67,0.47,1.25,0.43,12.0,0.0,2
274,68500,39.5,0.5,5.0,0.0,18.0,0.0,2
109,27250,43.0,0.71,13.0,1.41,11.67,0.47,4
171,42750,45.0,0.0,20.33,0.47,13.67,1.25,4
160,40000,30.0,8.92,15.25,2.17,16.5,3.35,3
79,19750,23.0,0.0,10.0,1.22,27.0,0.0,0
156,39000,30.0,0.0,18.75,0.43,21.0,2.12,0
413,103250,30.0,0.0,20.75,0.43,19.25,0.43,5
371,92750,42.5,0.5,13.5,0.5,9.75,1.3,4
183,45750,40.5,0.5,13.25,1.09,5.0,1.41,2
398,99500,33.75,1.3,12.0,0.0,20.0,1.0,0
132,33000,30.5,0.5,16.5,0.5,17.5,0.5,0
264,66000,36.0,6.48,16.67,1.89,18.25,4.02,6
192,48000,33.0,4.74,15.5,2.29,19.75,0.43,3
162,40500,36.75,4.44,13.33,2.62,12.5,1.5,3
375,93750,37.25,4.76,15.25,5.31,18.0,3.0,6
10,2500,43.25,0.83,24.5,0.5,36.0,0.0,1
190,47500,30.25,7.95,12.0,1.63,12.67,1.25,6
122,30500,42.75,0.83,11.0,4.32,11.67,1.25,5
311,77750,36.0,0.0,23.25,1.3,30.0,0.0,1
438,109500,45.0,0.0,24.75,0.43,33.0,0.0,1
378,94500,36.0,4.74,16.75,1.48,16.25,3.27,3
455,113750,34.25,3.03,16.25,6.53,14.5,3.2,3
148,37000,51.0,0.0,10.25,5.72,15.25,0.43,2
294,73500,34.5,1.5,19.0,1.41,15.75,3.96,3
428,107000,39.5,4.97,13.25,5.97,19.0,3.46,3
367,91750,48.0,0.0,6.0,0.0,10.0,1.0,2
101,25250,39.5,0.5,4.75,0.43,11.25,0.83,2
360,90000,28.5,2.6,13.25,2.59,15.75,3.56,3
152,38000,39.5,0.5,4.0,0.71,12.0,0.0,2
342,85500,39.67,0.47,4.75,0.43,12.0,0.0,2
270,67500,39.25,0.43,11.25,0.43,11.25,0.83,2
424,106000,36.0,3.0,13.75,6.22,22.0,1.22,6
397,99250,44.25,0.43,20.5,0.5,10.75,1.3,4
405,101250,43.33,1.25,26.25,1.3,26.67,0.47,1
54,13500,45.0,0.0,9.75,0.43,17.6,0.8,5
416,104000,39.25,0.43,6.5,0.5,16.33,0.47,2
419,104750,41.5,1.5,13.67,1.25,22.0,1.87,6
364,91000,48.0,0.0,6.5,0.5,11.0,0.71,2
326,81500,48.0,0.0,1.0,0.0,10.0,1.0,2
192,48000,48.0,0.0,5.25,0.43,8.67,0.47,2
372,93000,26.25,0.83,27.5,0.5,10.75,0.83,0
310,77500,37.5,4.03,14.75,2.05,14.5,7.09,1
418,104500,29.0,1.22,20.33,1.25,12.33,2.87,6
137,34250,39.33,6.02,11.5,2.29,15.0,4.08,3
420,105000,33.25,1.79,22.25,1.3,19.0,2.74,5
330,82500,24.67,0.47,26.67,0.47,12.75,2.49,0
471,117750,44.25,0.83,11.0,0.0,13.75,1.09,4
408,102000,45.75,0.83,17.33,2.36,17.0,2.16,5
105,26250,33.0,3.67,9.75,2.59,17.25,2.49,3
285,71250,37.0,4.06,15.0,2.12,20.75,2.77,6
277,69250,36.0,2.45,15.67,0.94,20.25,4.76,1
25,6250,45.0,0.0,23.75,0.43,37.0,1.0,1
177,44250,27.33,3.09,11.67,0.47,13.0,1.22,3
428,107000,28.33,0.94,10.75,1.3,14.0,2.16,2
218,54500,43.33,0.47,19.5,0.5,10.33,0.47,4
140,35000,45.25,0.43,18.75,0.43,17.75,0.43,4
158,39500,38.75,0.43,7.0,1.22,20.75,0.43,0
401,100250,48.0,0.0,10.67,0.47,10.5,0.5,4
184,46000,45.0,0.0,18.0,0.0,24.5,0.5,0
77,19250,48.0,0.0,9.0,0.0,0.0,0.0,2
64,16000,36.0,0.0,13.0,3.56,18.0,3.08,6
313,78250,40.0,0.82,14.67,0.47,12.25,0.43,4
373,93250,36.0,0.0,15.0,0.71,20.5,0.87,6
313,78250,23.5,0.5,21.25,0.43,17.75,0.43,0
400,100000,42.5,0.5,21.0,0.0,13.25,0.43,5
166,41500,45.0,0.0,19.75,0.83,13.0,1.0,4
52,13000,42.0,0.0,18.0,0.0,15.0,0.71,5
239,59750,45.25,0.43,13.0,1.41,18.25,2.05,5
453,113250,45.5,0.5,17.25,0.83,10.25,4.92,5
219,54750,29.5,0.87,17.25,3.27,17.5,1.66,3
273,68250,45.5,0.5,16.25,0.43,20.0,0.71,4
18,4500,45.0,0.0,14.0,1.22,18.75,0.83,5
77,19250,41.25,0.83,14.75,0.43,6.25,1.48,5
67,16750,36.25,0.43,17.75,2.95,16.75,5.07,6
364,91000,42.0,0.0,18.0,0.0,12.5,0.87,5
354,88500,42.0,0.82,13.0,2.45,12.0,0.82,6
171,42750,36.0,0.0,12.75,3.56,8.75,2.95,6
35,8750,45.0,0.0,13.25,0.43,18.0,0.0,5
400,100000,48.0,0.0,1.75,0.43,11.75,0.43,2
422,105500,39.25,0.43,0.0,0.0,8.0,0.71,2
336,84000,41.5,0.5,20.75,1.09,29.75,0.43,1
433,108250,42.75,0.43,12.0,0.0,23.67,0.47,1
153,38250,45.25,0.43,20.0,1.22,27.0,1.41,0
332,83000,39.0,0.0,1.0,0.0,3.25,1.48,2
197,49250,45.0,0.0,18.25,0.43,23.33,0.47,5
174,43500,45.0,0.0,18.33,0.47,12.75,1.48,4
9,2250,43.25,0.43,23.75,0.43,36.0,0.0,1
175,43750,44.25,0.43,24.0,0.0,29.25,0.83,5
153,38250,40.0,6.6,11.75,2.49,13.75,4.97,3
459,114750,48.0,0.0,7.0,0.71,11.5,0.5,2
458,114500,41.5,1.5,15.0,3.67,21.25,4.21,6
184,46000,39.0,0.0,9.0,0.0,16.75,0.43,2
395,98750,41.5,0.5,18.0,0.0,29.0,0.0,1
54,13500,38.0,5.2,17.75,3.11,12.75,5.26,3
416,104000,45.0,0.0,18.0,0.0,35.25,1.3,1
389,97250,45.0,0.0,14.0,0.0,13.25,1.3,5
388,97000,42.25,0.43,12.25,0.43,10.33,0.47,4
56,14000,37.33,0.94,11.5,0.87,19.33,0.94,5
66,16500,45.25,0.43,21.25,0.43,17.75,1.09,5
110,27500,42.0,0.0,20.0,0.0,14.75,0.43,4
447,111750,39.33,0.47,4.0,0.71,17.0,0.0,2
344,86000,45.0,0.0,15.25,0.43,21.0,0.0,5
419,104750,43.5,0.87,14.75,1.48,17.5,2.5,4
236,59000,34.75,1.3,20.0,4.74,19.5,7.79,6
328,82000,37.0,1.22,13.67,1.25,18.5,0.5,5
48,12000,41.75,0.43,13.75,1.09,34.5,1.5,1
72,18000,45.0,0.0,18.75,2.49,25.5,1.12,1
378,94500,43.33,0.94,15.25,1.09,11.5,0.5,5
204,51000,45.33,0.47,9.75,1.92,17.33,0.47,4
465,116250,39.75,1.3,18.33,4.03,19.75,3.19,3
418,104500,42.0,0.0,17.5,0.87,29.75,0.43,1
412,103000,39.5,0.5,2.5,1.12,16.5,0.5,2
298,74500,39.0,0.0,4.25,0.43,18.0,0.0,2
125,31250,41.5,1.5,13.25,3.7,18.0,2.16,6
165,41250,42.5,0.5,12.0,0.0,16.5,2.6,0
253,63250,30.0,0.0,18.67,0.47,21.0,0.0,0
471,117750,30.0,0.0,19.0,1.22,20.75,1.09,5
110,27500,29.75,0.43,11.75,2.68,27.25,0.43,0
51,12750,39.0,4.9,21.0,0.0,12.0,3.0,3
255,63750,42.0,1.87,12.5,5.77,20.0,1.22,6
291,72750,34.25,4.26,9.5,2.87,18.67,1.7,6
367,91750,48.0,0.0,13.75,1.09,17.75,0.43,4
466,116500,48.0,0.0,6.5,0.5,9.0,0.0,2
396,99000,48.0,0.0,11.0,0.0,10.75,0.43,4
353,88250,36.5,0.87,25.5,2.06,15.5,2.29,0
147,36750,27.0,0.0,0.0,0.0,12.0,0.0,2
70,17500,42.0,0.0,10.67,1.25,13.67,1.25,5
465,116250,27.0,0.0,15.5,0.5,7.75,0.83,0
208,52000,40.0,2.83,15.33,6.65,16.0,1.22,6
380,95000,42.0,0.0,17.25,0.43,20.5,0.5,5
212,53000,42.67,0.94,13.5,1.5,21.75,2.28,6
205,51250,43.25,3.03,14.5,1.5,16.0,4.06,6
42,10500,39.5,0.5,4.0,0.0,16.75,0.83,2
438,109500,28.0,3.56,16.0,6.75,15.0,2.45,3
239,59750,40.25,1.3,13.5,3.64,22.25,1.92,6
393,98250,26.5,5.59,17.0,2.16,13.5,1.8,1
54,13500,46.5,0.5,13.75,1.48,20.25,1.3,4
265,66250,33.0,4.64,17.5,3.35,21.75,1.3,3
404,101000,48.0,0.0,2.0,0.0,12.0,0.0,2
318,79500,48.0,0.0,2.0,0.0,10.5,0.5,2
216,54000,39.67,0.47,2.33,1.25,14.67,0.94,2
361,90250,43.75,0.43,15.0,0.0,14.75,1.09,4
197,49250,43.0,3.16,15.5,1.8,15.0,2.55,3
59,14750,48.0,0.0,6.5,0.5,3.0,1.41,2
82,20500,36.0,0.0,12.0,0.0,19.33,1.25,5
79,19750,30.0,0.0,20.67,0.47,21.33,0.47,5
333,83250,43.5,0.5,18.0,0.0,14.75,1.09,5
185,46250,35.0,1.41,17.0,4.97,15.5,3.35,3
108,27000,43.33,3.4,14.5,2.18,17.33,5.19,3
209,52250,36.75,0.83,22.75,1.79,16.75,4.92,0
193,48250,41.75,2.17,19.25,2.59,14.75,5.12,3
327,81750,41.5,0.5,22.0,1.22,34.5,1.5,1
222,55500,45.25,0.43,2.0,0.0,16.75,0.83,4
219,54750,39.33,0.47,1.25,0.43,16.0,0.82,2
415,103750,45.0,0.0,10.25,2.28,16.25,1.3,5
452,113000,40.0,1.0,12.0,0.0,1.5,0.5,2
99,24750,33.0,6.4,13.5,3.2,17.67,2.49,3
283,70750,42.75,1.3,9.75,4.82,20.25,1.3,6
339,84750,44.5,0.5,22.25,0.83,19.5,1.5,5
269,67250,36.5,0.5,12.0,0.0,21.0,0.0,5
9,2250,42.0,0.0,20.75,0.43,17.0,0.71,4
322,80500,33.0,3.0,21.0,1.41,15.25,1.09,3
351,87750,34.5,2.06,22.75,1.3,16.5,4.56,6
108,27000,38.5,1.8,19.75,2.77,14.0,2.12,6
134,33500,45.5,0.5,18.0,0.0,15.5,0.5,4
205,51250,37.25,3.27,20.33,3.3,21.0,2.45,6
215,53750,26.0,1.22,12.0,0.0,10.25,0.83,2
209,52250,29.75,0.43,21.0,0.0,21.25,0.43,0
208,52000,25.67,5.31,17.67,1.25,15.33,0.47,3
132,33000,29.75,2.49,10.33,2.36,17.25,3.34,3
94,23500,42.0,0.0,23.5,0.5,36.0,0.0,1
75,18750,45.25,0.43,18.25,0.43,15.25,0.43,4
277,69250,44.5,0.5,10.25,0.43,14.25,0.83,4
258,64500,35.25,1.3,16.0,2.92,22.25,1.09,6
450,112500,33.5,5.89,16.5,1.66,14.67,4.5,6
116,29000,42.5,0.5,15.0,0.0,11.5,0.5,5
224,56000,42.25,0.43,18.75,2.49,30.75,0.43,1
474,118500,39.5,0.5,3.25,0.43,18.0,0.0,2
308,77000,36.0,2.55,15.25,3.11,18.0,2.94,6
135,33750,34.75,7.76,12.67,2.62,15.0,6.48,1
400,100000,42.67,0.47,13.0,0.82,6.67,1.7,4
364,91000,36.33,0.47,22.33,1.7,13.25,7.73,6
295,73750,46.5,0.5,21.0,0.0,21.33,0.47,5
439,109750,30.0,0.0,20.5,0.5,20.0,1.22,5
282,70500,35.75,4.09,13.5,1.5,13.25,2.95,3
378,94500,48.0,0.0,12.0,0.0,12.33,0.47,4
32,8000,38.5,0.5,23.5,0.87,29.0,0.71,0
41,10250,22.0,2.55,12.75,4.66,16.25,3.27,3
146,36500,30.0,0.0,9.25,2.95,13.33,1.25,0
459,114750,35.25,1.3,16.33,3.4,21.0,3.56,6
192,48000,38.25,1.48,22.5,1.12,35.25,1.3,1
341,85250,45.0,0.0,10.33,1.89,21.25,0.43,5
30,7500,46.4,0.49,12.0,1.87,19.4,1.36,4
292,73000,45.0,0.0,21.0,0.0,17.75,0.83,5
347,86750,33.0,0.0,3.0,1.63,20.5,0.5,0
448,112000,26.5,7.4,13.75,5.07,21.0,3.54,3
332,83000,39.5,0.5,9.5,0.87,11.0,1.87,2
151,37750,37.75,3.19,15.75,2.49,21.5,2.6,6
325,81250,48.0,0.0,1.0,0.0,9.75,0.83,2
65,16250,40.0,0.71,14.5,1.66,27.25,0.43,1
334,83500,42.0,0.0,13.5,0.87,5.75,0.43,4
178,44500,38.0,0.82,15.0,2.16,16.25,2.68,3
469,117250,45.0,0.0,5.0,1.0,12.25,1.09,5
238,59500,38.5,0.5,8.0,1.0,23.0,1.0,4
228,57000,44.75,0.43,16.5,0.5,15.5,0.5,4
309,77250,45.0,0.0,18.0,0.0,17.75,0.43,5
442,110500,39.5,0.5,6.5,0.87,16.0,1.0,2
298,74500,41.75,0.43,16.25,2.68,30.0,0.0,1
474,118500,43.5,0.5,15.0,0.0,14.75,1.09,4
152,38000,39.25,3.96,18.0,3.0,20.0,3.74,6
108,27000,36.5,0.5,11.5,0.5,18.25,0.43,5
362,90500,35.25,2.49,19.5,4.5,14.25,2.86,6
461,115250,45.0,0.0,18.5,0.5,14.0,1.0,4
253,63250,37.75,1.3,25.0,1.41,33.0,0.0,1
85,21250,29.5,0.5,21.5,0.5,21.0,0.0,0
257,64250,40.0,0.0,2.0,0.82,13.0,0.0,2
308,77000,42.0,0.0,19.75,1.09,38.5,0.87,1
288,72000,34.33,2.36,16.0,2.16,11.0,4.3,3
397,99250,39.75,1.92,13.75,3.27,7.5,2.6,6
55,13750,45.0,0.0,15.0,0.71,14.75,0.43,5
45,11250,45.0,0.0,20.75,0.43,9.75,0.43,4
469,117250,43.33,0.47,19.0,0.0,1.5,0.5,5
173,43250,44.0,0.82,18.0,0.0,12.0,0.0,4
418,104500,45.0,0.0,18.5,0.5,12.25,0.43,4
209,52250,42.0,0.0,21.25,0.43,33.75,1.3,1
28,7000,28.5,1.12,15.25,4.09,14.25,5.12,3
217,54250,43.5,0.5,21.0,0.0,4.0,0.0,5
196,49000,21.0,0.0,22.33,1.25,18.33,0.47,0
473,118250,36.0,3.08,14.0,2.74,16.5,4.39,6
215,53750,32.75,3.7,12.0,4.74,17.75,5.63,6
137,34250,37.0,1.22,20.75,2.17,12.5,5.32,3
310,77500,42.0,0.0,18.25,0.43,15.0,0.71,5
452,113000,39.5,0.5,7.25,3.42,7.25,3.19,2
304,76000,45.0,0.0,17.0,1.22,18.25,0.43,5
467,116750,39.67,0.47,4.0,0.0,18.0,0.0,2
291,72750,32.33,2.62,18.0,3.32,13.0,2.94,0
352,88000,45.0,0.0,13.25,0.43,21.0,0.0,5
387,96750,28.0,10.25,5.67,4.5,15.33,5.25,3
319,79750,39.33,0.47,8.67,0.47,11.75,0.43,2
285,71250,41.67,1.25,14.0,0.0,17.5,0.87,4
412,103000,41.75,4.44,12.33,6.94,17.67,4.71,3
399,99750,45.25,0.43,19.5,0.5,14.0,1.58,4
456,114000,26.6,0.49,22.25,0.43,19.6,0.8,0
212,53000,27.0,0.0,15.0,0.0,29.75,0.43,0
54,13500,36.0,0.0,13.67,1.25,15.67,0.94,5
405,101250,48.0,0.0,9.5,0.5,9.5,0.5,4
72,18000,45.25,0.43,13.0,0.71,14.25,0.83,4
26,6500,45.0,0.0,20.75,0.43,11.5,0.87,4
98,24500,44.0,0.0,24.0,0.0,30.0,0.0,1
14,3500,40.5,0.5,20.5,0.5,31.0,0.71,1
434,108500,34.75,7.15,14.25,5.4,18.0,3.81,3
460,115000,32.75,3.7,17.0,3.94,13.0,4.85,3
419,104750,37.0,0.71,13.25,2.77,19.75,2.28,3
82,20500,25.5,0.5,11.5,0.5,12.5,1.5,0
120,30000,32.33,0.5,12.0,0.0,15.0,0.71,0
131,32750,36.75,1.3,14.25,0.83,9.33,3.09,4
1,250,45.0,0.0,20.0,0.0,9.0,0.0,4
8,2000,30.0,0.0,20.75,0.43,21.0,0.0,5
128,32000,29.5,0.5,18.33,0.47,19.33,0.94,0
343,85750,23.33,0.47,0.0,0.0,23.67,0.47,0
454,113500,42.5,0.5,15.25,0.43,15.0,0.0,4
132,33000,39.0,0.0,11.33,1.7,12.67,1.7,4
168,42000,32.25,0.43,21.0,0.0,17.5,0.5,5
233,58250,45.0,0.0,20.5,0.5,14.0,1.22,4
151,37750,39.25,0.83,15.67,2.62,12.0,4.24,6
153,38250,30.0,0.0,19.25,1.3,13.0,1.22,5
421,105250,39.25,0.43,8.75,0.43,16.0,1.0,2
104,26000,42.25,0.43,19.5,1.5,34.5,1.5,1
223,55750,43.33,0.47,18.0,0.0,9.33,0.47,4
334,83500,41.4,3.67,11.75,1.48,19.8,3.06,6
242,60500,37.5,3.84,12.67,4.99,18.5,3.64,3
46,11500,44.5,0.87,16.0,2.12,19.33,2.36,6
306,76500,35.67,4.19,19.0,2.16,20.0,2.55,6
216,54000,30.0,0.0,20.5,0.5,18.33,0.47,5
312,78000,42.0,0.0,18.0,0.0,8.75,3.56,5
468,117000,39.67,0.94,14.5,1.66,15.33,0.47,6
87,21750,45.2,0.4,18.8,0.75,13.75,1.48,4
309,77250,40.0,0.0,9.2,0.4,8.33,0.94,2
113,28250,43.0,0.71,12.0,0.0,12.5,0.87,4
318,79500,36.5,0.5,18.0,0.0,14.33,0.94,4
130,32500,29.0,0.71,20.5,0.5,23.0,1.22,0
451,112750,41.5,0.5,21.0,0.0,17.0,1.41,4
194,48500,37.0,1.0,14.25,0.43,22.0,1.0,5
159,39750,42.25,0.43,18.67,0.47,33.0,0.0,1
380,95000,42.33,0.47,11.0,0.82,22.5,0.5,1
467,116750,40.0,0.71,12.0,0.0,1.33,0.47,2
62,15500,27.25,0.43,0.0,0.0,18.0,0.0,0
271,67750,35.25,1.3,19.0,1.41,21.33,0.47,6
138,34500,35.25,1.3,16.25,1.92,27.5,0.5,1
389,97250,42.4,1.62,17.2,2.4,19.0,2.74,3
257,64250,44.5,0.5,15.0,1.41,24.0,0.0,1
445,111250,26.0,0.0,24.0,0.0,21.25,0.43,0
335,83750,43.0,1.22,12.5,1.12,17.5,3.2,6
82,20500,39.67,0.47,6.0,0.71,11.67,0.47,2
78,19500,46.0,0.71,25.0,0.71,36.0,0.0,1
70,17500,40.25,5.45,14.75,2.68,20.0,3.0,3
234,58500,33.25,6.5,15.0,1.63,15.67,6.18,3
421,105250,38.0,1.0,9.0,0.0,10.25,1.3,4
108,27000,45.0,0.0,19.25,0.83,12.0,0.71,4
167,41750,42.0,0.0,21.33,0.47,34.5,1.5,1
34,8500,34.25,2.17,17.75,2.77,18.5,3.57,6
143,35750,36.0,3.24,12.67,7.13,12.33,8.06,6
447,111750,35.25,1.3,10.0,5.15,24.5,0.87,1
336,84000,27.0,0.0,14.0,0.0,13.25,1.3,0
479,119750,27.0,0.0,24.0,0.0,19.25,0.83,0
47,11750,39.5,0.87,18.0,0.0,11.25,0.83,4
414,103500,30.0,0.0,20.75,0.43,18.0,1.41,5
84,21000,45.0,0.0,20.5,0.5,15.75,1.3,5
335,83750,23.67,0.47,11.0,3.0,20.5,4.97,0
453,113250,27.0,0.0,13.33,0.47,1.67,0.47,0
69,17250,40.0,0.71,24.0,0.0,27.0,0.0,0
156,39000,40.25,1.3,20.5,2.29,36.25,0.43,1
196,49000,43.0,0.71,13.0,1.41,14.67,0.47,0
408,102000,35.0,8.12,17.5,1.5,19.0,1.87,1
311,77750,42.0,0.0,17.75,0.43,8.25,2.49,5
137,34250,47.75,0.43,22.0,1.0,10.0,2.92,2
126,31500,42.0,0.0,19.5,0.5,34.5,1.5,1
114,28500,45.0,0.0,18.75,0.83,17.0,0.71,5
168,42000,35.0,5.43,15.5,2.5,14.75,2.77,6
255,63750,34.75,5.36,17.25,3.49,20.75,3.11,6
50,12500,39.33,0.47,6.5,0.5,9.67,0.47,2
25,6250,44.5,0.5,21.0,0.0,23.25,0.43,1
105,26250,28.0,0.0,21.0,0.0,18.33,0.47,0
422,105500,48.0,0.0,5.75,0.43,11.5,0.5,2
377,94250,45.25,0.43,27.75,0.83,38.25,0.83,1
456,114000,45.0,0.0,11.67,2.05,8.67,1.25,5
470,117500,41.5,0.5,15.0,4.06,18.0,1.22,6
347,86750,40.25,0.83,12.0,0.0,0.0,0.0,2
202,50500,45.25,0.43,4.0,2.0,21.25,0.43,5
415,103750,26.5,0.87,23.0,1.22,13.0,1.22,0
161,40250,45.0,0.0,18.0,0.0,18.0,0.0,4
277,69250,36.0,0.0,20.5,1.5,18.0,2.45,6
392,98000,43.4,0.49,21.0,0.0,18.4,1.02,5
52,13000,39.5,0.5,9.0,0.0,9.5,0.5,2
122,30500,45.33,0.47,2.67,1.25,21.0,0.0,5
197,49250,40.75,0.83,17.0,0.0,36.0,0.0,1
430,107500,41.67,2.87,12.0,4.08,10.0,5.34,1
302,75500,36.0,0.0,24.0,5.2,15.75,3.77,6
196,49000,41.0,1.63,13.67,2.87,16.67,2.36,6
144,36000,40.25,0.83,12.75,3.34,15.0,4.64,6
443,110750,42.0,0.0,25.0,0.71,33.75,1.3,1
477,119250,44.33,0.94,21.0,0.0,36.33,0.47,1
127,31750,48.0,0.0,7.5,0.87,9.0,0.0,2
18,4500,45.0,0.0,5.0,0.82,14.67,0.47,4
393,98250,34.67,9.03,10.25,3.03,15.0,2.45,3
236,59000,30.75,0.43,14.5,0.5,10.0,1.63,5
22,5500,35.0,5.74,18.5,4.33,13.5,3.84,3
305,76250,45.0,0.0,10.5,1.5,17.5,0.87,5
270,67500,38.0,1.0,6.5,0.5,15.75,0.83,5
131,32750,40.0,0.0,5.33,0.47,12.5,0.5,2
325,81250,39.75,0.83,19.75,0.83,33.0,0.0,1
100,25000,39.5,0.5,1.0,0.0,16.5,0.5,2
342,85500,40.25,4.6,15.0,4.3,16.25,2.77,3
365,91250,45.0,0.0,17.25,0.43,14.75,0.43,4
366,91500,45.0,0.0,15.0,0.0,20.75,0.43,5
175,43750,41.25,0.43,15.0,0.71,36.0,0.0,1
335,83750,48.0,0.0,13.75,0.43,16.25,0.83,4
60,15000,38.67,0.47,24.0,0.0,27.0,0.0,0
325,81250,41.5,0.5,15.0,1.22,27.5,0.5,1
173,43250,45.0,0.0,21.5,1.66,36.5,0.5,1
147,36750,40.25,3.03,18.5,1.5,18.25,0.83,3
173,43250,38.0,0.82,16.25,1.79,11.25,1.3,3
163,40750,39.5,0.5,9.75,0.43,9.0,0.0,2
171,42750,32.25,2.28,11.75,4.02,22.75,2.77,6
97,24250,41.75,0.43,19.25,1.3,15.0,2.12,5
92,23000,39.0,4.95,18.25,2.95,22.5,1.12,3
42,10500,42.0,0.0,17.25,0.83,2.0,0.0,5
298,74500,36.0,0.0,15.0,0.0,17.5,0.5,5
263,65750,34.5,5.55,23.0,0.82,21.0,2.45,6
74,18500,39.67,0.47,7.5,1.12,11.67,0.47,2
95,23750,42.67,2.05,17.25,0.83,9.0,6.0,3
25,6250,24.0,0.0,12.25,0.43,29.5,0.5,0
